timestamp,obj_type,meas_x,meas_y,pred_x,pred_y
19:02:07.698048,hand_right,935,497,962,493
19:02:07.818117,hand_left,328,506,296,511
19:02:07.818117,hand_right,910,501,941,496
19:02:07.938448,hand_left,357,492,298,514
19:02:07.938448,hand_right,894,499,918,498
19:02:08.058488,hand_left,380,507,310,512
19:02:08.058488,hand_right,877,497,895,500
19:02:08.178328,hand_left,397,519,328,514
19:02:08.178328,hand_right,866,506,873,501
19:02:08.298269,hand_left,412,521,348,520
19:02:08.298269,hand_right,856,513,854,504
19:02:08.417724,hand_left,424,520,370,524
19:02:08.417724,hand_right,854,513,838,508
19:02:08.533739,hand_left,437,511,391,527
19:02:08.533739,hand_right,851,524,826,512
19:02:08.653804,hand_left,456,511,412,525
19:02:08.653804,hand_right,854,526,817,518
19:02:08.774006,hand_left,443,521,435,524
19:02:08.774006,hand_right,848,537,814,523
19:02:08.894057,hand_left,469,552,448,525
19:02:08.894057,hand_right,834,553,811,530
19:02:09.013622,hand_left,495,567,465,536
19:02:09.013622,hand_right,832,564,806,541
19:02:09.133544,hand_left,512,568,486,549
19:02:09.133544,hand_right,829,566,803,553
19:02:09.249418,hand_left,514,573,507,560
19:02:09.249418,hand_right,827,570,801,562
19:02:09.369921,hand_left,528,586,523,569
19:02:09.369921,hand_right,827,565,800,571
19:02:09.489984,hand_left,538,598,539,581
19:02:09.489984,hand_right,829,569,800,575
19:02:09.610691,hand_left,533,612,553,593
19:02:09.610691,hand_right,839,572,802,579
19:02:09.729974,hand_left,534,630,561,606
19:02:09.729974,hand_right,849,568,808,583
19:02:09.849947,hand_left,539,651,566,622
19:02:09.849947,hand_right,848,574,817,583
19:02:09.969917,hand_left,535,662,569,640
19:02:10.085891,hand_left,505,675,570,658
19:02:10.085891,hand_right,857,586,823,590
19:02:10.206343,hand_left,514,661,559,674
19:02:10.325731,hand_right,867,598,836,597
19:02:10.445912,hand_left,532,714,556,694
19:02:10.445912,hand_right,834,587,850,601
19:02:10.566522,hand_left,535,729,552,713
19:02:10.686236,hand_left,536,735,549,731
19:02:10.686236,hand_right,906,654,847,604
19:02:10.802701,hand_left,522,730,547,746
19:02:10.802701,hand_right,915,651,874,628
19:02:10.921396,hand_left,502,686,541,754
19:02:10.921396,hand_right,922,639,894,643
19:02:11.041829,hand_left,484,640,530,744
19:02:11.041829,hand_right,925,621,910,649
19:02:11.162176,hand_left,433,588,514,721
19:02:11.162176,hand_right,945,583,922,646
19:02:11.281973,hand_left,439,539,486,684
19:02:11.281973,hand_right,964,543,938,631
19:02:11.401914,hand_left,431,478,465,637
19:02:11.401914,hand_right,989,496,955,606
19:02:11.521979,hand_left,407,418,446,580
19:02:11.521979,hand_right,1001,454,976,570
19:02:11.638098,hand_left,386,383,424,516
19:02:11.638098,hand_right,1008,428,995,528
19:02:11.757962,hand_left,358,369,401,453
19:02:11.757962,hand_right,1020,400,1012,486
19:02:11.877796,hand_left,354,365,375,401
19:02:11.877796,hand_right,1028,386,1028,444
19:02:11.998010,hand_left,355,369,353,360
19:02:11.998010,hand_right,1027,379,1041,407
19:02:12.118288,hand_left,354,370,338,332
19:02:12.118288,hand_right,1027,376,1050,377
19:02:12.238018,hand_left,353,372,328,313
19:02:12.238018,hand_right,1025,377,1055,355
19:02:12.353786,hand_left,351,375,321,303
19:02:12.353786,hand_right,1022,374,1057,340
19:02:12.474227,hand_left,351,379,317,299
19:02:12.474227,hand_right,1021,372,1057,329
19:02:12.594018,hand_left,349,383,315,301
19:02:12.594018,hand_right,1019,374,1054,323
19:02:12.713624,hand_left,349,389,315,307
19:02:12.713624,hand_right,1017,375,1050,321
19:02:12.833718,hand_left,353,388,316,316
19:02:12.833718,hand_right,1015,375,1046,322
19:02:12.953402,hand_left,357,385,319,326
19:02:12.953402,hand_right,1011,376,1040,326
19:02:13.073846,hand_left,360,382,325,334
19:02:13.073846,hand_right,1010,377,1034,330
19:02:13.189863,hand_left,375,366,331,342
19:02:13.189863,hand_right,1002,377,1028,336
19:02:13.310350,hand_left,388,342,341,344
19:02:13.310350,hand_right,998,376,1021,342
19:02:13.429808,hand_left,381,313,354,339
19:02:13.429808,hand_right,1003,351,1013,347
19:02:13.550814,hand_left,369,299,363,326
19:02:13.550814,hand_right,1019,328,1008,344
19:02:13.670942,hand_left,360,303,366,311
19:02:13.670942,hand_right,1021,319,1010,335
19:02:13.790161,hand_left,347,329,366,302
19:02:13.790161,hand_right,1024,339,1012,325
19:02:13.906105,hand_left,342,359,361,303
19:02:13.906105,hand_right,1023,381,1015,324
19:02:14.025705,hand_left,345,387,356,314
19:02:14.025705,hand_right,1002,418,1017,338
19:02:14.146154,hand_left,349,409,352,334
19:02:14.146154,hand_right,999,436,1012,361
19:02:14.265940,hand_left,358,422,350,357
19:02:14.265940,hand_right,1000,426,1007,386
19:02:14.385994,hand_left,361,422,352,380
19:02:14.385994,hand_right,1000,408,1003,403
19:02:14.505796,hand_left,364,425,354,398
19:02:14.505796,hand_right,998,411,1001,410
19:02:14.626004,hand_left,368,441,357,414
19:02:14.626004,hand_right,995,419,998,417
19:02:14.741908,hand_left,362,456,360,430
19:02:14.741908,hand_right,994,417,995,423
19:02:14.861815,hand_left,358,465,362,448
19:02:14.861815,hand_right,993,418,993,428
19:02:14.981694,hand_left,343,474,361,463
19:02:14.981694,hand_right,995,425,990,430
19:02:15.102379,hand_left,317,518,356,478
19:02:15.102379,hand_right,993,444,990,434
19:02:15.221839,hand_left,338,507,343,502
19:02:15.221839,hand_right,1002,459,989,443
19:02:15.343076,hand_left,334,505,339,517
19:02:15.343076,hand_right,999,501,991,453
19:02:15.457872,hand_left,312,515,335,526
19:02:15.457872,hand_right,1007,505,992,475
19:02:15.578133,hand_left,302,535,326,535
19:02:15.578133,hand_right,1017,506,996,493
19:02:15.698830,hand_left,307,540,315,548
19:02:15.698830,hand_right,1025,508,1002,506
19:02:15.818141,hand_left,310,537,308,557
19:02:15.818141,hand_right,1030,510,1010,517
19:02:15.937948,hand_left,315,533,303,563
19:02:15.937948,hand_right,1032,515,1018,525
19:02:16.057884,hand_left,318,533,302,564
19:02:16.057884,hand_right,1033,519,1024,532
19:02:16.177672,hand_left,320,539,303,564
19:02:16.177672,hand_right,1029,525,1030,537
19:02:16.293712,hand_left,318,542,305,565
19:02:16.293712,hand_right,1027,527,1033,542
19:02:16.414076,hand_left,319,545,306,565
19:02:16.414076,hand_right,1024,527,1034,546
19:02:16.533972,hand_left,326,546,308,565
19:02:16.533972,hand_right,1014,533,1034,547
19:02:16.653727,hand_left,340,546,312,564
19:02:16.653727,hand_right,1000,526,1030,550
19:02:16.774116,hand_left,363,541,319,563
19:02:16.774116,hand_right,997,514,1022,548
19:02:16.893991,hand_left,364,533,333,560
19:02:16.893991,hand_right,1002,507,1014,543
19:02:17.009880,hand_left,353,537,345,554
19:02:17.009880,hand_right,1011,507,1010,535
19:02:17.129843,hand_left,339,531,351,550
19:02:17.129843,hand_right,1010,497,1009,528
19:02:17.250213,hand_left,346,511,350,545
19:02:17.250213,hand_right,998,492,1008,519
19:02:17.369976,hand_left,350,511,352,534
19:02:17.369976,hand_right,995,498,1003,510
19:02:17.489758,hand_left,347,520,354,526
19:02:17.489758,hand_right,993,502,999,505
19:02:17.610057,hand_left,337,530,355,521
19:02:17.610057,hand_right,991,510,995,502
19:02:17.729742,hand_left,331,533,351,521
19:02:17.729742,hand_right,990,517,991,502
19:02:17.846570,hand_left,331,539,346,523
19:02:17.846570,hand_right,988,524,988,505
19:02:17.966766,hand_left,330,548,342,526
19:02:17.966766,hand_right,989,529,986,510
19:02:18.086721,hand_left,328,560,338,532
19:02:18.086721,hand_right,982,537,984,515
19:02:18.205811,hand_left,338,573,335,540
19:02:18.205811,hand_right,966,551,981,522
19:02:18.325826,hand_left,375,579,335,552
19:02:18.325826,hand_right,937,553,973,533
19:02:18.561984,hand_right,768,236,954,545
19:02:18.681990,hand_left,571,90,349,570
19:02:18.681990,hand_right,749,124,876,427
19:02:18.802349,hand_left,584,69,453,349
19:02:18.802349,hand_right,725,73,816,305
19:02:18.921958,hand_left,589,64,520,211
19:02:18.921958,hand_right,711,61,764,198
19:02:19.042128,hand_left,592,59,565,119
19:02:19.042128,hand_right,709,67,722,116
19:02:19.162086,hand_left,585,44,597,54
19:02:19.162086,hand_right,716,65,691,57
19:02:19.278507,hand_left,577,48,618,3
19:02:19.278507,hand_right,718,61,672,15
19:02:19.397890,hand_left,577,49,628,-29
19:02:19.397890,hand_right,720,62,660,-14
19:02:19.517863,hand_left,568,50,634,-50
19:02:19.517863,hand_right,720,60,655,-32
19:02:19.637857,hand_left,566,44,633,-61
19:02:19.637857,hand_right,718,57,654,-42
19:02:19.758174,hand_left,577,49,629,-66
19:02:19.758174,hand_right,715,56,655,-46
19:02:19.878236,hand_left,573,56,627,-63
19:02:19.878236,hand_right,709,63,658,-45
19:02:19.993752,hand_left,570,54,622,-54
19:02:19.993752,hand_right,714,64,660,-37
19:02:20.114030,hand_left,568,53,615,-43
19:02:20.114030,hand_right,719,62,666,-27
19:02:20.233589,hand_left,549,64,607,-32
19:02:20.233589,hand_right,727,71,673,-16
19:02:20.354107,hand_left,528,113,594,-16
19:02:20.354107,hand_right,749,115,683,-2
19:02:20.593854,hand_right,790,469,697,19
19:02:20.714360,hand_right,766,671,732,190
19:02:29.070235,hand_right,752,586,1051,3156
19:02:29.189607,hand_right,724,486,751,582
19:02:29.309964,hand_right,708,439,734,518
19:02:29.426096,hand_left,692,637,589,-386
19:02:29.426096,hand_right,723,377,720,470
19:02:29.546002,hand_left,702,629,693,648
19:02:29.546002,hand_right,732,377,717,414
19:02:29.666336,hand_left,724,625,700,650
19:02:29.666336,hand_right,727,384,720,375
19:02:29.786291,hand_left,739,352,713,652
19:02:29.786291,hand_right,758,600,720,352
19:02:29.906278,hand_left,769,357,727,536
19:02:29.906278,hand_right,781,583,733,429
19:02:30.026011,hand_left,793,356,750,451
19:02:30.026011,hand_right,794,575,753,483
19:02:30.142024,hand_left,813,358,776,389
19:02:30.142024,hand_right,814,575,772,520
19:02:30.262977,hand_left,835,368,803,346
19:02:30.262977,hand_right,835,578,794,548
19:02:30.381917,hand_left,857,580,830,324
19:02:30.381917,hand_right,860,372,817,569
19:02:30.502020,hand_left,880,374,857,395
19:02:30.502020,hand_right,880,581,842,511
19:02:30.621761,hand_left,896,381,883,372
19:02:30.621761,hand_right,899,587,868,537
19:02:30.741811,hand_left,908,389,907,360
19:02:30.741811,hand_right,916,597,892,559
19:02:30.862087,hand_left,920,402,927,355
19:02:30.862087,hand_right,926,607,916,579
19:02:30.977765,hand_left,926,406,944,357
19:02:30.977765,hand_right,930,614,935,597
19:02:31.098060,hand_left,931,416,957,362
19:02:31.098060,hand_right,933,624,951,613
19:02:31.218254,hand_left,930,641,967,370
19:02:31.218254,hand_right,939,433,962,627
19:02:31.337891,hand_left,895,675,972,451
19:02:31.337891,hand_right,954,450,970,577
